Year,Value,Units,GeoCode
2004,26.246,1.000 EUR,
2005,27.5,1.000 EUR,
2006,28.01,1.000 EUR,
2007,29.87,1.000 EUR,
2008,31.257,1.000 EUR,
2009,29.264,1.000 EUR,
2010,30.311,1.000 EUR,
2011,31.476,1.000 EUR,
2012,31.675,1.000 EUR,
2013,32.927,1.000 EUR,
2014,34.211,1.000 EUR,
2015,42.654,1.000 EUR,
2016,35.494,1.000 EUR,
2017,36.675,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,17.451,1.000 EUR,
2001,18.087,1.000 EUR,
2002,18.464,1.000 EUR,
2003,19.092,1.000 EUR,
2004,19.325,1.000 EUR,
2005,19.481,1.000 EUR,
2006,19.594,1.000 EUR,
2007,20.327,1.000 EUR,
2008,20.861,1.000 EUR,
2009,20.013,1.000 EUR,
2010,21.003,1.000 EUR,
2011,22.241,1.000 EUR,
2012,22.906,1.000 EUR,
2013,23.822,1.000 EUR,
2014,25.081,1.000 EUR,
2015,42.654,1.000 EUR,
2016,26.063,1.000 EUR,
2017,27.206,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,36.324,1.000 EUR,
2001,38.013,1.000 EUR,
2002,38.952,1.000 EUR,
2003,40.574,1.000 EUR,
2004,40.3,1.000 EUR,
2005,40.35,1.000 EUR,
2006,43.072,1.000 EUR,
2007,45.0,1.000 EUR,
2008,45.287,1.000 EUR,
2009,43.097,1.000 EUR,
2010,43.635,1.000 EUR,
2011,44.161,1.000 EUR,
2012,44.368,1.000 EUR,
2013,44.986,1.000 EUR,
2014,48.034,1.000 EUR,
2015,42.654,1.000 EUR,
2016,50.136,1.000 EUR,
2017,51.984,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,24.181,1.000 EUR,
2001,25.935,1.000 EUR,
2002,26.686,1.000 EUR,
2003,26.909,1.000 EUR,
2004,26.314,1.000 EUR,
2005,26.755,1.000 EUR,
2006,28.064,1.000 EUR,
2007,29.993,1.000 EUR,
2008,30.147,1.000 EUR,
2009,29.634,1.000 EUR,
2010,31.605,1.000 EUR,
2011,32.039,1.000 EUR,
2012,32.515,1.000 EUR,
2013,33.633,1.000 EUR,
2014,34.398,1.000 EUR,
2015,42.654,1.000 EUR,
2016,36.355,1.000 EUR,
2017,37.932,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,23.499,1.000 EUR,
2001,24.379,1.000 EUR,
2002,24.681,1.000 EUR,
2003,25.115,1.000 EUR,
2004,26.173,1.000 EUR,
2005,25.95,1.000 EUR,
2006,26.996,1.000 EUR,
2007,29.228,1.000 EUR,
2008,30.393,1.000 EUR,
2009,30.122,1.000 EUR,
2010,31.785,1.000 EUR,
2011,32.784,1.000 EUR,
2012,33.081,1.000 EUR,
2013,34.494,1.000 EUR,
2014,35.517,1.000 EUR,
2015,42.654,1.000 EUR,
2016,33.769,1.000 EUR,
2017,35.236,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,20.242,1.000 EUR,
2001,19.598,1.000 EUR,
2002,20.425,1.000 EUR,
2003,21.905,1.000 EUR,
2004,21.384,1.000 EUR,
2005,20.881,1.000 EUR,
2006,21.493,1.000 EUR,
2007,21.499,1.000 EUR,
2008,22.179,1.000 EUR,
2009,21.13,1.000 EUR,
2010,23.125,1.000 EUR,
2011,24.621,1.000 EUR,
2012,24.367,1.000 EUR,
2013,25.431,1.000 EUR,
2014,26.399,1.000 EUR,
2015,42.654,1.000 EUR,
2016,33.102,1.000 EUR,
2017,31.308,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,19.108,1.000 EUR,
2001,19.211,1.000 EUR,
2002,19.49,1.000 EUR,
2003,20.5,1.000 EUR,
2004,21.481,1.000 EUR,
2005,22.498,1.000 EUR,
2006,22.853,1.000 EUR,
2007,24.005,1.000 EUR,
2008,24.071,1.000 EUR,
2009,23.335,1.000 EUR,
2010,24.701,1.000 EUR,
2011,25.659,1.000 EUR,
2012,26.645,1.000 EUR,
2013,27.802,1.000 EUR,
2014,28.171,1.000 EUR,
2015,42.654,1.000 EUR,
2016,30.016,1.000 EUR,
2017,29.754,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,23.012,1.000 EUR,
2001,23.971,1.000 EUR,
2002,24.119,1.000 EUR,
2003,24.447,1.000 EUR,
2004,25.323,1.000 EUR,
2005,25.368,1.000 EUR,
2006,26.407,1.000 EUR,
2007,26.883,1.000 EUR,
2008,26.869,1.000 EUR,
2009,26.216,1.000 EUR,
2010,27.91,1.000 EUR,
2011,29.722,1.000 EUR,
2012,30.552,1.000 EUR,
2013,31.519,1.000 EUR,
2014,32.408,1.000 EUR,
2015,42.654,1.000 EUR,
2016,35.491,1.000 EUR,
2017,36.669,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,18.664,1.000 EUR,
2001,19.187,1.000 EUR,
2002,19.16,1.000 EUR,
2003,20.231,1.000 EUR,
2004,19.976,1.000 EUR,
2005,20.064,1.000 EUR,
2006,20.432,1.000 EUR,
2007,21.278,1.000 EUR,
2008,21.448,1.000 EUR,
2009,20.606,1.000 EUR,
2010,21.054,1.000 EUR,
2011,22.213,1.000 EUR,
2012,22.745,1.000 EUR,
2013,23.312,1.000 EUR,
2014,23.716,1.000 EUR,
2015,42.654,1.000 EUR,
2016,24.674,1.000 EUR,
2017,25.522,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,24.5,1.000 EUR,
2001,24.04,1.000 EUR,
2002,24.435,1.000 EUR,
2003,24.364,1.000 EUR,
2004,25.643,1.000 EUR,
2005,26.272,1.000 EUR,
2006,25.862,1.000 EUR,
2007,27.906,1.000 EUR,
2008,29.604,1.000 EUR,
2009,29.263,1.000 EUR,
2010,30.831,1.000 EUR,
2011,30.394,1.000 EUR,
2012,31.055,1.000 EUR,
2013,33.209,1.000 EUR,
2014,34.739,1.000 EUR,
2015,35.03,1.000 EUR,
2016,34.709,1.000 EUR,
2017,37.388,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,25.084,1.000 EUR,
2001,26.362,1.000 EUR,
2002,27.228,1.000 EUR,
2003,28.131,1.000 EUR,
2004,28.833,1.000 EUR,
2005,30.081,1.000 EUR,
2006,29.934,1.000 EUR,
2007,30.427,1.000 EUR,
2008,31.015,1.000 EUR,
2009,31.252,1.000 EUR,
2010,31.493,1.000 EUR,
2011,33.526,1.000 EUR,
2012,34.265,1.000 EUR,
2013,34.647,1.000 EUR,
2014,36.906,1.000 EUR,
2015,36.818,1.000 EUR,
2016,37.277,1.000 EUR,
2017,38.727,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,16.702,1.000 EUR,
2001,17.219,1.000 EUR,
2002,17.439,1.000 EUR,
2003,18.446,1.000 EUR,
2004,19.02,1.000 EUR,
2005,18.798,1.000 EUR,
2006,19.987,1.000 EUR,
2007,20.917,1.000 EUR,
2008,21.027,1.000 EUR,
2009,21.26,1.000 EUR,
2010,21.577,1.000 EUR,
2011,22.159,1.000 EUR,
2012,22.939,1.000 EUR,
2013,23.5,1.000 EUR,
2014,24.255,1.000 EUR,
2015,24.833,1.000 EUR,
2016,25.395,1.000 EUR,
2017,26.998,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,15.426,1.000 EUR,
2001,15.605,1.000 EUR,
2002,15.786,1.000 EUR,
2003,15.614,1.000 EUR,
2004,15.7,1.000 EUR,
2005,15.883,1.000 EUR,
2006,16.498,1.000 EUR,
2007,17.538,1.000 EUR,
2008,18.484,1.000 EUR,
2009,18.486,1.000 EUR,
2010,19.606,1.000 EUR,
2011,21.687,1.000 EUR,
2012,21.083,1.000 EUR,
2013,22.012,1.000 EUR,
2014,22.672,1.000 EUR,
2015,22.859,1.000 EUR,
2016,23.506,1.000 EUR,
2017,24.858,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,14.202,1.000 EUR,
2001,14.43,1.000 EUR,
2002,15.116,1.000 EUR,
2003,15.492,1.000 EUR,
2004,16.116,1.000 EUR,
2005,16.306,1.000 EUR,
2006,16.686,1.000 EUR,
2007,18.125,1.000 EUR,
2008,19.509,1.000 EUR,
2009,19.516,1.000 EUR,
2010,19.83,1.000 EUR,
2011,20.723,1.000 EUR,
2012,20.654,1.000 EUR,
2013,21.185,1.000 EUR,
2014,21.811,1.000 EUR,
2015,22.525,1.000 EUR,
2016,22.926,1.000 EUR,
2017,23.974,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,14.126,1.000 EUR,
2001,14.521,1.000 EUR,
2002,14.93,1.000 EUR,
2003,14.923,1.000 EUR,
2004,15.208,1.000 EUR,
2005,15.729,1.000 EUR,
2006,17.313,1.000 EUR,
2007,18.155,1.000 EUR,
2008,18.356,1.000 EUR,
2009,17.723,1.000 EUR,
2010,18.06,1.000 EUR,
2011,19.501,1.000 EUR,
2012,19.503,1.000 EUR,
2013,20.775,1.000 EUR,
2014,21.597,1.000 EUR,
2015,21.949,1.000 EUR,
2016,21.954,1.000 EUR,
2017,22.797,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,14.087,1.000 EUR,
2001,14.486,1.000 EUR,
2002,14.743,1.000 EUR,
2003,14.993,1.000 EUR,
2004,15.194,1.000 EUR,
2005,15.37,1.000 EUR,
2006,16.122,1.000 EUR,
2007,17.4,1.000 EUR,
2008,18.173,1.000 EUR,
2009,18.298,1.000 EUR,
2010,19.06,1.000 EUR,
2011,19.461,1.000 EUR,
2012,19.987,1.000 EUR,
2013,20.875,1.000 EUR,
2014,21.873,1.000 EUR,
2015,22.56,1.000 EUR,
2016,23.341,1.000 EUR,
2017,24.493,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,13.427,1.000 EUR,
2001,14.631,1.000 EUR,
2002,14.618,1.000 EUR,
2003,14.716,1.000 EUR,
2004,14.63,1.000 EUR,
2005,14.748,1.000 EUR,
2006,15.451,1.000 EUR,
2007,16.994,1.000 EUR,
2008,17.419,1.000 EUR,
2009,17.417,1.000 EUR,
2010,18.031,1.000 EUR,
2011,19.204,1.000 EUR,
2012,20.112,1.000 EUR,
2013,20.579,1.000 EUR,
2014,21.47,1.000 EUR,
2015,21.759,1.000 EUR,
2016,22.784,1.000 EUR,
2017,24.031,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,32.41,1.000 EUR,
2001,32.644,1.000 EUR,
2002,32.559,1.000 EUR,
2003,33.466,1.000 EUR,
2004,34.541,1.000 EUR,
2005,34.559,1.000 EUR,
2006,35.855,1.000 EUR,
2007,37.242,1.000 EUR,
2008,37.87,1.000 EUR,
2009,36.55,1.000 EUR,
2010,38.588,1.000 EUR,
2011,40.939,1.000 EUR,
2012,41.321,1.000 EUR,
2013,41.592,1.000 EUR,
2014,43.866,1.000 EUR,
2015,43.036,1.000 EUR,
2016,47.283,1.000 EUR,
2017,49.861,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,32.788,1.000 EUR,
2001,32.299,1.000 EUR,
2002,32.185,1.000 EUR,
2003,33.163,1.000 EUR,
2004,38.406,1.000 EUR,
2005,37.392,1.000 EUR,
2006,38.509,1.000 EUR,
2007,41.554,1.000 EUR,
2008,40.983,1.000 EUR,
2009,34.965,1.000 EUR,
2010,41.51,1.000 EUR,
2011,45.285,1.000 EUR,
2012,44.645,1.000 EUR,
2013,46.71,1.000 EUR,
2014,48.719,1.000 EUR,
2015,43.848,1.000 EUR,
2016,50.876,1.000 EUR,
2017,53.987,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,81.111,1.000 EUR,
2001,88.181,1.000 EUR,
2002,78.151,1.000 EUR,
2003,81.0,1.000 EUR,
2004,74.479,1.000 EUR,
2005,87.462,1.000 EUR,
2006,87.254,1.000 EUR,
2007,94.138,1.000 EUR,
2008,93.588,1.000 EUR,
2009,83.088,1.000 EUR,
2010,109.521,1.000 EUR,
2011,124.58,1.000 EUR,
2012,128.398,1.000 EUR,
2013,128.892,1.000 EUR,
2014,136.782,1.000 EUR,
2015,115.106,1.000 EUR,
2016,180.454,1.000 EUR,
2017,172.437,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,13.797,1.000 EUR,
2001,13.856,1.000 EUR,
2002,13.982,1.000 EUR,
2003,13.525,1.000 EUR,
2004,14.403,1.000 EUR,
2005,14.465,1.000 EUR,
2006,15.282,1.000 EUR,
2007,15.38,1.000 EUR,
2008,15.629,1.000 EUR,
2009,15.711,1.000 EUR,
2010,15.76,1.000 EUR,
2011,16.849,1.000 EUR,
2012,17.33,1.000 EUR,
2013,18.946,1.000 EUR,
2014,20.179,1.000 EUR,
2015,22.474,1.000 EUR,
2016,21.897,1.000 EUR,
2017,21.995,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,19.399,1.000 EUR,
2001,20.315,1.000 EUR,
2002,19.336,1.000 EUR,
2003,19.297,1.000 EUR,
2004,21.955,1.000 EUR,
2005,21.093,1.000 EUR,
2006,22.169,1.000 EUR,
2007,22.44,1.000 EUR,
2008,22.756,1.000 EUR,
2009,21.467,1.000 EUR,
2010,23.059,1.000 EUR,
2011,24.345,1.000 EUR,
2012,24.904,1.000 EUR,
2013,25.15,1.000 EUR,
2014,25.822,1.000 EUR,
2015,26.429,1.000 EUR,
2016,27.731,1.000 EUR,
2017,29.475,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,15.377,1.000 EUR,
2001,15.84,1.000 EUR,
2002,14.61,1.000 EUR,
2003,14.452,1.000 EUR,
2004,14.823,1.000 EUR,
2005,15.1,1.000 EUR,
2006,15.078,1.000 EUR,
2007,16.323,1.000 EUR,
2008,17.639,1.000 EUR,
2009,16.339,1.000 EUR,
2010,17.443,1.000 EUR,
2011,18.489,1.000 EUR,
2012,18.833,1.000 EUR,
2013,19.957,1.000 EUR,
2014,19.858,1.000 EUR,
2015,20.062,1.000 EUR,
2016,20.423,1.000 EUR,
2017,19.611,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,18.582,1.000 EUR,
2001,19.121,1.000 EUR,
2002,19.245,1.000 EUR,
2003,18.367,1.000 EUR,
2004,19.238,1.000 EUR,
2005,19.054,1.000 EUR,
2006,19.675,1.000 EUR,
2007,21.016,1.000 EUR,
2008,21.871,1.000 EUR,
2009,21.873,1.000 EUR,
2010,22.473,1.000 EUR,
2011,24.101,1.000 EUR,
2012,24.48,1.000 EUR,
2013,25.088,1.000 EUR,
2014,26.205,1.000 EUR,
2015,26.789,1.000 EUR,
2016,28.389,1.000 EUR,
2017,29.592,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,16.003,1.000 EUR,
2001,16.429,1.000 EUR,
2002,16.149,1.000 EUR,
2003,15.863,1.000 EUR,
2004,17.31,1.000 EUR,
2005,16.357,1.000 EUR,
2006,17.981,1.000 EUR,
2007,20.05,1.000 EUR,
2008,20.976,1.000 EUR,
2009,18.528,1.000 EUR,
2010,18.488,1.000 EUR,
2011,20.169,1.000 EUR,
2012,20.476,1.000 EUR,
2013,20.554,1.000 EUR,
2014,21.417,1.000 EUR,
2015,21.195,1.000 EUR,
2016,21.451,1.000 EUR,
2017,21.229,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,12.623,1.000 EUR,
2001,12.859,1.000 EUR,
2002,12.481,1.000 EUR,
2003,12.828,1.000 EUR,
2004,13.046,1.000 EUR,
2005,13.089,1.000 EUR,
2006,14.172,1.000 EUR,
2007,15.906,1.000 EUR,
2008,16.25,1.000 EUR,
2009,15.193,1.000 EUR,
2010,15.764,1.000 EUR,
2011,16.949,1.000 EUR,
2012,17.789,1.000 EUR,
2013,18.872,1.000 EUR,
2014,19.604,1.000 EUR,
2015,19.57,1.000 EUR,
2016,20.033,1.000 EUR,
2017,20.418,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,23.611,1.000 EUR,
2001,23.668,1.000 EUR,
2002,23.96,1.000 EUR,
2003,24.49,1.000 EUR,
2004,25.432,1.000 EUR,
2005,25.984,1.000 EUR,
2006,27.446,1.000 EUR,
2007,29.521,1.000 EUR,
2008,29.15,1.000 EUR,
2009,27.746,1.000 EUR,
2010,28.887,1.000 EUR,
2011,30.878,1.000 EUR,
2012,31.001,1.000 EUR,
2013,31.112,1.000 EUR,
2014,32.317,1.000 EUR,
2015,32.626,1.000 EUR,
2016,33.745,1.000 EUR,
2017,35.309,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,30.907,1.000 EUR,
2001,31.116,1.000 EUR,
2002,31.552,1.000 EUR,
2003,31.879,1.000 EUR,
2004,31.871,1.000 EUR,
2005,34.219,1.000 EUR,
2006,36.012,1.000 EUR,
2007,36.51,1.000 EUR,
2008,37.808,1.000 EUR,
2009,36.489,1.000 EUR,
2010,37.865,1.000 EUR,
2011,39.944,1.000 EUR,
2012,40.238,1.000 EUR,
2013,39.862,1.000 EUR,
2014,40.956,1.000 EUR,
2015,41.307,1.000 EUR,
2016,43.727,1.000 EUR,
2017,44.768,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,44.293,1.000 EUR,
2001,43.945,1.000 EUR,
2002,43.537,1.000 EUR,
2003,44.881,1.000 EUR,
2004,44.841,1.000 EUR,
2005,49.78,1.000 EUR,
2006,51.724,1.000 EUR,
2007,52.405,1.000 EUR,
2008,54.354,1.000 EUR,
2009,53.103,1.000 EUR,
2010,54.516,1.000 EUR,
2011,56.629,1.000 EUR,
2012,56.331,1.000 EUR,
2013,56.502,1.000 EUR,
2014,57.572,1.000 EUR,
2015,57.124,1.000 EUR,
2016,62.585,1.000 EUR,
2017,63.864,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,20.439,1.000 EUR,
2001,21.02,1.000 EUR,
2002,20.864,1.000 EUR,
2003,20.936,1.000 EUR,
2004,22.015,1.000 EUR,
2005,21.574,1.000 EUR,
2006,22.813,1.000 EUR,
2007,23.975,1.000 EUR,
2008,24.5,1.000 EUR,
2009,23.024,1.000 EUR,
2010,24.574,1.000 EUR,
2011,26.655,1.000 EUR,
2012,27.021,1.000 EUR,
2013,27.681,1.000 EUR,
2014,28.859,1.000 EUR,
2015,28.83,1.000 EUR,
2016,30.282,1.000 EUR,
2017,31.388,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,23.725,1.000 EUR,
2001,23.215,1.000 EUR,
2002,23.697,1.000 EUR,
2003,21.219,1.000 EUR,
2004,22.931,1.000 EUR,
2005,24.137,1.000 EUR,
2006,25.594,1.000 EUR,
2007,25.602,1.000 EUR,
2008,28.566,1.000 EUR,
2009,27.672,1.000 EUR,
2010,29.337,1.000 EUR,
2011,30.568,1.000 EUR,
2012,30.744,1.000 EUR,
2013,30.499,1.000 EUR,
2014,31.676,1.000 EUR,
2015,32.139,1.000 EUR,
2016,33.105,1.000 EUR,
2017,33.796,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
