Year,Units,federal state,GeoCode,county,Value
1999,1.000 eur,,,,
2000,1.000 eur,,,,20.64
2001,1.000 eur,,,,21.846
2002,1.000 eur,,,,20.936
2003,1.000 eur,,,,20.681
2004,1.000 eur,,,,21.244
2005,1.000 eur,,,,21.685
2006,1.000 eur,,,,22.808
2007,1.000 eur,,,,23.581
2008,1.000 eur,,,,23.935
2009,1.000 eur,,,,24.336
2010,1.000 eur,,,,26.067
2011,1.000 eur,,,,27.98
2012,1.000 eur,,,,27.981
2013,1.000 eur,,,,28.922
2014,1.000 eur,,,,30.003
2015,1.000 eur,,,,31.119
2016,1.000 eur,,,,31.987
2017,1.000 eur,,,,33.472
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,35.178
2001,1.000 eur,,,,37.052
2002,1.000 eur,,,,38.404
2003,1.000 eur,,,,38.952
2004,1.000 eur,,,,39.126
2005,1.000 eur,,,,41.569
2006,1.000 eur,,,,43.058
2007,1.000 eur,,,,43.092
2008,1.000 eur,,,,43.529
2009,1.000 eur,,,,42.234
2010,1.000 eur,,,,47.909
2011,1.000 eur,,,,50.172
2012,1.000 eur,,,,50.93
2013,1.000 eur,,,,52.675
2014,1.000 eur,,,,52.726
2015,1.000 eur,,,,54.894
2016,1.000 eur,,,,56.411
2017,1.000 eur,,,,59.624
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,58.469
2001,1.000 eur,,,,50.226
2002,1.000 eur,,,,53.754
2003,1.000 eur,,,,56.772
2004,1.000 eur,,,,60.166
2005,1.000 eur,,,,57.011
2006,1.000 eur,,,,60.615
2007,1.000 eur,,,,64.35
2008,1.000 eur,,,,70.955
2009,1.000 eur,,,,73.335
2010,1.000 eur,,,,73.713
2011,1.000 eur,,,,79.33
2012,1.000 eur,,,,83.158
2013,1.000 eur,,,,81.131
2014,1.000 eur,,,,84.328
2015,1.000 eur,,,,90.81
2016,1.000 eur,,,,92.002
2017,1.000 eur,,,,93.365
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,27.685
2001,1.000 eur,,,,28.017
2002,1.000 eur,,,,29.828
2003,1.000 eur,,,,29.403
2004,1.000 eur,,,,29.564
2005,1.000 eur,,,,29.138
2006,1.000 eur,,,,30.411
2007,1.000 eur,,,,30.961
2008,1.000 eur,,,,29.874
2009,1.000 eur,,,,29.416
2010,1.000 eur,,,,28.621
2011,1.000 eur,,,,29.722
2012,1.000 eur,,,,30.142
2013,1.000 eur,,,,30.451
2014,1.000 eur,,,,31.929
2015,1.000 eur,,,,33.174
2016,1.000 eur,,,,33.852
2017,1.000 eur,,,,36.037
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,40.005
2001,1.000 eur,,,,40.358
2002,1.000 eur,,,,41.873
2003,1.000 eur,,,,40.221
2004,1.000 eur,,,,43.742
2005,1.000 eur,,,,42.318
2006,1.000 eur,,,,43.583
2007,1.000 eur,,,,45.62
2008,1.000 eur,,,,46.583
2009,1.000 eur,,,,45.202
2010,1.000 eur,,,,46.856
2011,1.000 eur,,,,48.829
2012,1.000 eur,,,,50.058
2013,1.000 eur,,,,50.867
2014,1.000 eur,,,,52.355
2015,1.000 eur,,,,53.723
2016,1.000 eur,,,,56.552
2017,1.000 eur,,,,59.273
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,28.074
2001,1.000 eur,,,,30.188
2002,1.000 eur,,,,30.967
2003,1.000 eur,,,,31.343
2004,1.000 eur,,,,30.233
2005,1.000 eur,,,,30.832
2006,1.000 eur,,,,31.777
2007,1.000 eur,,,,33.122
2008,1.000 eur,,,,30.322
2009,1.000 eur,,,,29.302
2010,1.000 eur,,,,31.268
2011,1.000 eur,,,,30.782
2012,1.000 eur,,,,31.827
2013,1.000 eur,,,,32.138
2014,1.000 eur,,,,32.945
2015,1.000 eur,,,,34.038
2016,1.000 eur,,,,34.255
2017,1.000 eur,,,,36.512
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,18.625
2001,1.000 eur,,,,19.538
2002,1.000 eur,,,,19.682
2003,1.000 eur,,,,19.728
2004,1.000 eur,,,,20.124
2005,1.000 eur,,,,20.365
2006,1.000 eur,,,,21.006
2007,1.000 eur,,,,21.173
2008,1.000 eur,,,,22.667
2009,1.000 eur,,,,23.003
2010,1.000 eur,,,,24.88
2011,1.000 eur,,,,26.189
2012,1.000 eur,,,,26.723
2013,1.000 eur,,,,27.704
2014,1.000 eur,,,,28.45
2015,1.000 eur,,,,28.37
2016,1.000 eur,,,,29.662
2017,1.000 eur,,,,30.554
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,21.257
2001,1.000 eur,,,,20.091
2002,1.000 eur,,,,21.869
2003,1.000 eur,,,,22.287
2004,1.000 eur,,,,22.503
2005,1.000 eur,,,,23.958
2006,1.000 eur,,,,24.538
2007,1.000 eur,,,,26.23
2008,1.000 eur,,,,24.939
2009,1.000 eur,,,,24.215
2010,1.000 eur,,,,26.934
2011,1.000 eur,,,,28.09
2012,1.000 eur,,,,29.313
2013,1.000 eur,,,,30.345
2014,1.000 eur,,,,31.902
2015,1.000 eur,,,,33.603
2016,1.000 eur,,,,35.655
2017,1.000 eur,,,,35.225
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,14.692
2001,1.000 eur,,,,15.731
2002,1.000 eur,,,,15.396
2003,1.000 eur,,,,15.302
2004,1.000 eur,,,,15.612
2005,1.000 eur,,,,16.144
2006,1.000 eur,,,,16.594
2007,1.000 eur,,,,17.281
2008,1.000 eur,,,,19.064
2009,1.000 eur,,,,18.208
2010,1.000 eur,,,,19.155
2011,1.000 eur,,,,20.137
2012,1.000 eur,,,,20.558
2013,1.000 eur,,,,20.637
2014,1.000 eur,,,,21.779
2015,1.000 eur,,,,22.313
2016,1.000 eur,,,,22.454
2017,1.000 eur,,,,23.046
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,20.351
2001,1.000 eur,,,,20.787
2002,1.000 eur,,,,20.317
2003,1.000 eur,,,,20.953
2004,1.000 eur,,,,20.614
2005,1.000 eur,,,,21.705
2006,1.000 eur,,,,22.598
2007,1.000 eur,,,,23.767
2008,1.000 eur,,,,25.208
2009,1.000 eur,,,,24.121
2010,1.000 eur,,,,25.538
2011,1.000 eur,,,,27.328
2012,1.000 eur,,,,27.946
2013,1.000 eur,,,,28.56
2014,1.000 eur,,,,29.647
2015,1.000 eur,,,,30.649
2016,1.000 eur,,,,31.216
2017,1.000 eur,,,,31.85
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,18.357
2001,1.000 eur,,,,18.38
2002,1.000 eur,,,,18.595
2003,1.000 eur,,,,17.919
2004,1.000 eur,,,,18.368
2005,1.000 eur,,,,18.394
2006,1.000 eur,,,,18.97
2007,1.000 eur,,,,20.123
2008,1.000 eur,,,,21.049
2009,1.000 eur,,,,20.74
2010,1.000 eur,,,,21.425
2011,1.000 eur,,,,23.075
2012,1.000 eur,,,,23.798
2013,1.000 eur,,,,24.663
2014,1.000 eur,,,,25.867
2015,1.000 eur,,,,26.461
2016,1.000 eur,,,,27.468
2017,1.000 eur,,,,29.307
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,17.145
2001,1.000 eur,,,,17.439
2002,1.000 eur,,,,18.185
2003,1.000 eur,,,,17.801
2004,1.000 eur,,,,18.601
2005,1.000 eur,,,,18.729
2006,1.000 eur,,,,19.119
2007,1.000 eur,,,,20.121
2008,1.000 eur,,,,20.9
2009,1.000 eur,,,,20.923
2010,1.000 eur,,,,22.477
2011,1.000 eur,,,,23.895
2012,1.000 eur,,,,24.888
2013,1.000 eur,,,,25.661
2014,1.000 eur,,,,25.681
2015,1.000 eur,,,,26.405
2016,1.000 eur,,,,28.074
2017,1.000 eur,,,,28.897
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,19.857
2001,1.000 eur,,,,20.334
2002,1.000 eur,,,,21.382
2003,1.000 eur,,,,21.694
2004,1.000 eur,,,,21.954
2005,1.000 eur,,,,21.464
2006,1.000 eur,,,,21.733
2007,1.000 eur,,,,22.587
2008,1.000 eur,,,,23.477
2009,1.000 eur,,,,23.097
2010,1.000 eur,,,,24.511
2011,1.000 eur,,,,26.544
2012,1.000 eur,,,,26.468
2013,1.000 eur,,,,27.641
2014,1.000 eur,,,,29.012
2015,1.000 eur,,,,29.415
2016,1.000 eur,,,,30.135
2017,1.000 eur,,,,31.279
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,43.995
2001,1.000 eur,,,,48.611
2002,1.000 eur,,,,47.534
2003,1.000 eur,,,,49.525
2004,1.000 eur,,,,50.567
2005,1.000 eur,,,,55.822
2006,1.000 eur,,,,63.914
2007,1.000 eur,,,,64.756
2008,1.000 eur,,,,61.019
2009,1.000 eur,,,,58.931
2010,1.000 eur,,,,62.852
2011,1.000 eur,,,,70.003
2012,1.000 eur,,,,71.204
2013,1.000 eur,,,,69.382
2014,1.000 eur,,,,68.204
2015,1.000 eur,,,,70.817
2016,1.000 eur,,,,77.298
2017,1.000 eur,,,,69.928
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,57.291
2001,1.000 eur,,,,60.179
2002,1.000 eur,,,,65.507
2003,1.000 eur,,,,63.302
2004,1.000 eur,,,,69.051
2005,1.000 eur,,,,75.338
2006,1.000 eur,,,,74.798
2007,1.000 eur,,,,78.873
2008,1.000 eur,,,,78.62
2009,1.000 eur,,,,68.001
2010,1.000 eur,,,,81.531
2011,1.000 eur,,,,89.875
2012,1.000 eur,,,,91.293
2013,1.000 eur,,,,91.351
2014,1.000 eur,,,,94.833
2015,1.000 eur,,,,94.785
2016,1.000 eur,,,,99.535
2017,1.000 eur,,,,105.609
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,43.353
2001,1.000 eur,,,,43.448
2002,1.000 eur,,,,42.976
2003,1.000 eur,,,,43.002
2004,1.000 eur,,,,43.461
2005,1.000 eur,,,,44.089
2006,1.000 eur,,,,43.878
2007,1.000 eur,,,,44.854
2008,1.000 eur,,,,46.801
2009,1.000 eur,,,,47.141
2010,1.000 eur,,,,49.223
2011,1.000 eur,,,,51.581
2012,1.000 eur,,,,53.91
2013,1.000 eur,,,,56.288
2014,1.000 eur,,,,58.269
2015,1.000 eur,,,,59.565
2016,1.000 eur,,,,60.023
2017,1.000 eur,,,,62.229
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,23.871
2001,1.000 eur,,,,24.676
2002,1.000 eur,,,,26.079
2003,1.000 eur,,,,25.733
2004,1.000 eur,,,,24.918
2005,1.000 eur,,,,24.975
2006,1.000 eur,,,,25.582
2007,1.000 eur,,,,28.031
2008,1.000 eur,,,,28.667
2009,1.000 eur,,,,27.147
2010,1.000 eur,,,,26.981
2011,1.000 eur,,,,29.681
2012,1.000 eur,,,,28.692
2013,1.000 eur,,,,29.261
2014,1.000 eur,,,,29.573
2015,1.000 eur,,,,29.483
2016,1.000 eur,,,,30.924
2017,1.000 eur,,,,33.109
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,20.13
2001,1.000 eur,,,,20.443
2002,1.000 eur,,,,20.586
2003,1.000 eur,,,,20.694
2004,1.000 eur,,,,20.57
2005,1.000 eur,,,,20.743
2006,1.000 eur,,,,21.196
2007,1.000 eur,,,,22.21
2008,1.000 eur,,,,22.896
2009,1.000 eur,,,,22.587
2010,1.000 eur,,,,23.556
2011,1.000 eur,,,,25.063
2012,1.000 eur,,,,25.968
2013,1.000 eur,,,,27.474
2014,1.000 eur,,,,28.721
2015,1.000 eur,,,,30.914
2016,1.000 eur,,,,31.99
2017,1.000 eur,,,,32.811
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,21.852
2001,1.000 eur,,,,22.076
2002,1.000 eur,,,,22.739
2003,1.000 eur,,,,23.213
2004,1.000 eur,,,,24.178
2005,1.000 eur,,,,24.191
2006,1.000 eur,,,,24.345
2007,1.000 eur,,,,25.54
2008,1.000 eur,,,,26.358
2009,1.000 eur,,,,26.605
2010,1.000 eur,,,,27.294
2011,1.000 eur,,,,29.195
2012,1.000 eur,,,,31.271
2013,1.000 eur,,,,31.552
2014,1.000 eur,,,,34.056
2015,1.000 eur,,,,35.115
2016,1.000 eur,,,,37.041
2017,1.000 eur,,,,39.004
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,20.87
2001,1.000 eur,,,,21.611
2002,1.000 eur,,,,20.908
2003,1.000 eur,,,,20.128
2004,1.000 eur,,,,21.125
2005,1.000 eur,,,,21.173
2006,1.000 eur,,,,22.517
2007,1.000 eur,,,,23.056
2008,1.000 eur,,,,22.802
2009,1.000 eur,,,,22.474
2010,1.000 eur,,,,23.548
2011,1.000 eur,,,,25.116
2012,1.000 eur,,,,26.02
2013,1.000 eur,,,,27.372
2014,1.000 eur,,,,27.973
2015,1.000 eur,,,,28.727
2016,1.000 eur,,,,30.331
2017,1.000 eur,,,,31.449
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,20.353
2001,1.000 eur,,,,20.475
2002,1.000 eur,,,,21.15
2003,1.000 eur,,,,21.57
2004,1.000 eur,,,,22.153
2005,1.000 eur,,,,22.613
2006,1.000 eur,,,,24.142
2007,1.000 eur,,,,24.71
2008,1.000 eur,,,,26.091
2009,1.000 eur,,,,25.46
2010,1.000 eur,,,,27.205
2011,1.000 eur,,,,30.156
2012,1.000 eur,,,,28.577
2013,1.000 eur,,,,29.482
2014,1.000 eur,,,,29.92
2015,1.000 eur,,,,31.688
2016,1.000 eur,,,,33.758
2017,1.000 eur,,,,37.176
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,20.238
2001,1.000 eur,,,,22.101
2002,1.000 eur,,,,21.477
2003,1.000 eur,,,,23.034
2004,1.000 eur,,,,22.941
2005,1.000 eur,,,,23.943
2006,1.000 eur,,,,24.65
2007,1.000 eur,,,,25.724
2008,1.000 eur,,,,25.029
2009,1.000 eur,,,,23.987
2010,1.000 eur,,,,26.271
2011,1.000 eur,,,,28.502
2012,1.000 eur,,,,29.009
2013,1.000 eur,,,,29.48
2014,1.000 eur,,,,30.986
2015,1.000 eur,,,,31.266
2016,1.000 eur,,,,33.414
2017,1.000 eur,,,,34.833
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,22.996
2001,1.000 eur,,,,25.116
2002,1.000 eur,,,,24.759
2003,1.000 eur,,,,23.65
2004,1.000 eur,,,,23.98
2005,1.000 eur,,,,24.706
2006,1.000 eur,,,,25.195
2007,1.000 eur,,,,27.149
2008,1.000 eur,,,,27.562
2009,1.000 eur,,,,25.522
2010,1.000 eur,,,,29.739
2011,1.000 eur,,,,30.947
2012,1.000 eur,,,,31.161
2013,1.000 eur,,,,31.254
2014,1.000 eur,,,,32.818
2015,1.000 eur,,,,32.64
2016,1.000 eur,,,,34.712
2017,1.000 eur,,,,36.264
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,15.378
2001,1.000 eur,,,,15.196
2002,1.000 eur,,,,15.662
2003,1.000 eur,,,,14.737
2004,1.000 eur,,,,15.246
2005,1.000 eur,,,,15.718
2006,1.000 eur,,,,16.532
2007,1.000 eur,,,,17.376
2008,1.000 eur,,,,19.249
2009,1.000 eur,,,,19.279
2010,1.000 eur,,,,19.267
2011,1.000 eur,,,,20.658
2012,1.000 eur,,,,20.693
2013,1.000 eur,,,,22.128
2014,1.000 eur,,,,22.754
2015,1.000 eur,,,,21.198
2016,1.000 eur,,,,20.811
2017,1.000 eur,,,,21.909
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,16.61
2001,1.000 eur,,,,17.917
2002,1.000 eur,,,,18.789
2003,1.000 eur,,,,19.246
2004,1.000 eur,,,,19.687
2005,1.000 eur,,,,20.321
2006,1.000 eur,,,,20.987
2007,1.000 eur,,,,22.519
2008,1.000 eur,,,,22.294
2009,1.000 eur,,,,20.68
2010,1.000 eur,,,,21.467
2011,1.000 eur,,,,22.461
2012,1.000 eur,,,,23.379
2013,1.000 eur,,,,23.719
2014,1.000 eur,,,,24.847
2015,1.000 eur,,,,26.495
2016,1.000 eur,,,,27.676
2017,1.000 eur,,,,28.681
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,37.569
2001,1.000 eur,,,,39.39
2002,1.000 eur,,,,39.712
2003,1.000 eur,,,,38.686
2004,1.000 eur,,,,39.917
2005,1.000 eur,,,,39.772
2006,1.000 eur,,,,41.289
2007,1.000 eur,,,,42.703
2008,1.000 eur,,,,42.783
2009,1.000 eur,,,,40.364
2010,1.000 eur,,,,41.885
2011,1.000 eur,,,,43.982
2012,1.000 eur,,,,45.248
2013,1.000 eur,,,,44.435
2014,1.000 eur,,,,45.243
2015,1.000 eur,,,,48.301
2016,1.000 eur,,,,48.203
2017,1.000 eur,,,,48.193
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,26.85
2001,1.000 eur,,,,26.959
2002,1.000 eur,,,,28.123
2003,1.000 eur,,,,26.119
2004,1.000 eur,,,,26.482
2005,1.000 eur,,,,26.823
2006,1.000 eur,,,,27.211
2007,1.000 eur,,,,28.798
2008,1.000 eur,,,,28.856
2009,1.000 eur,,,,29.23
2010,1.000 eur,,,,30.065
2011,1.000 eur,,,,30.419
2012,1.000 eur,,,,32.636
2013,1.000 eur,,,,32.55
2014,1.000 eur,,,,34.391
2015,1.000 eur,,,,34.983
2016,1.000 eur,,,,37.013
2017,1.000 eur,,,,37.849
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,33.044
2001,1.000 eur,,,,34.881
2002,1.000 eur,,,,36.598
2003,1.000 eur,,,,37.166
2004,1.000 eur,,,,38.268
2005,1.000 eur,,,,38.368
2006,1.000 eur,,,,41.059
2007,1.000 eur,,,,42.356
2008,1.000 eur,,,,42.784
2009,1.000 eur,,,,40.879
2010,1.000 eur,,,,46.141
2011,1.000 eur,,,,49.255
2012,1.000 eur,,,,50.667
2013,1.000 eur,,,,53.558
2014,1.000 eur,,,,54.044
2015,1.000 eur,,,,54.115
2016,1.000 eur,,,,57.006
2017,1.000 eur,,,,57.802
2018,1.000 eur,,,,
2019,1.000 eur,,,,
2020,1.000 eur,,,,
2021,1.000 eur,,,,
1991,1.000 eur,,,,
1992,1.000 eur,,,,
1993,1.000 eur,,,,
1994,1.000 eur,,,,
1995,1.000 eur,,,,
1996,1.000 eur,,,,
1997,1.000 eur,,,,
1998,1.000 eur,,,,
1999,1.000 eur,,,,
2000,1.000 eur,,,,37.337
2001,1.000 eur,,,,39.51
2002,1.000 eur,,,,40.439
2003,1.000 eur,,,,41.295
2004,1.000 eur,,,,41.687
2005,1.000 eur,,,,42.87
2006,1.000 eur,,,,45.259
2007,1.000 eur,,,,47.199
2008,1.000 eur,,,,49.138
2009,1.000 eur,,,,46.585
2010,1.000 eur,,,,48.034
2011,1.000 eur,,,,50.918
2012,1.000 eur,,,,54.218
2013,1.000 eur,,,,54.179
2014,1.000 eur,,,,57.854
2015,1.000 eur,,,,57.698
2016,1.000 eur,,,,59.042
